#,time,well_pump,new_fridge,water_heater,old_fridge
5573,02/15/2021 09:46:36 AM,0.061,0.684,0.122,0.708
5574,02/15/2021 09:47:36 AM,0.073,0.684,0.122,0.049
5575,02/15/2021 09:48:36 AM,0.061,0.684,0.122,0.049
5576,02/15/2021 09:49:36 AM,6.667,0.696,0.122,0.049
5577,02/15/2021 09:50:36 AM,0.061,0.684,0.122,0.049
5578,02/15/2021 09:51:36 AM,0.073,0.684,0.098,0.049
5579,02/15/2021 09:52:36 AM,0.073,0.672,0.098,0.024
5580,02/15/2021 09:53:36 AM,0.073,0.672,0.122,0.049
5581,02/15/2021 09:54:36 AM,0.061,0.794,0.098,0.049
5582,02/15/2021 09:55:36 AM,0.073,0.672,0.122,0.049
5583,02/15/2021 09:56:36 AM,0.073,0.684,0.122,0.049
5584,02/15/2021 09:57:36 AM,0.085,0.672,0.098,0.049
5585,02/15/2021 09:58:36 AM,0.073,0.684,0.098,0.049
5586,02/15/2021 09:59:36 AM,0.085,0.110,0.098,0.049
5587,02/15/2021 10:00:36 AM,0.073,1.355,0.122,0.049
5588,02/15/2021 10:01:36 AM,0.061,1.319,18.242,0.073
5589,02/15/2021 10:02:36 AM,0.061,1.319,18.266,0.098
5590,02/15/2021 10:03:36 AM,0.061,1.331,18.242,0.098
5591,02/15/2021 10:04:36 AM,0.073,1.331,18.217,0.098
5592,02/15/2021 10:05:36 AM,0.073,1.331,18.217,0.098
5593,02/15/2021 10:06:36 AM,0.073,1.331,18.291,0.073
5594,02/15/2021 10:07:36 AM,0.061,1.331,18.315,0.098
5595,02/15/2021 10:08:36 AM,0.073,1.331,18.291,0.098
5596,02/15/2021 10:09:36 AM,0.061,1.319,18.217,0.098
5597,02/15/2021 10:10:36 AM,0.073,1.319,18.291,0.073
5598,02/15/2021 10:11:36 AM,0.073,1.331,18.315,0.098
5599,02/15/2021 10:12:36 AM,0.073,1.319,18.266,0.098
5600,02/15/2021 10:13:36 AM,0.061,1.319,18.291,0.098
5601,02/15/2021 10:14:36 AM,0.085,1.331,18.315,0.098
5602,02/15/2021 10:15:36 AM,0.073,1.319,18.291,0.098
5603,02/15/2021 10:16:36 AM,0.073,1.331,18.266,0.073
5604,02/15/2021 10:17:36 AM,0.073,1.331,18.291,0.073
5605,02/15/2021 10:18:36 AM,0.073,1.331,18.291,0.073
5606,02/15/2021 10:19:36 AM,0.073,1.343,18.339,0.098
5607,02/15/2021 10:20:36 AM,0.073,1.343,18.266,0.098
5608,02/15/2021 10:21:36 AM,0.073,1.355,0.147,0.024
5609,02/15/2021 10:22:36 AM,0.073,1.355,0.122,0.049
5610,02/15/2021 10:23:36 AM,6.642,1.355,0.147,0.049
5611,02/15/2021 10:24:36 AM,0.073,1.343,0.122,0.049
5612,02/15/2021 10:25:36 AM,0.073,0.037,0.122,0.049
5613,02/15/2021 10:26:36 AM,0.073,0.061,0.098,0.049
5614,02/15/2021 10:27:36 AM,0.073,0.049,0.122,0.049
5615,02/15/2021 10:28:36 AM,0.085,0.049,0.122,0.049
5616,02/15/2021 10:29:36 AM,0.061,0.061,0.122,0.049
5617,02/15/2021 10:30:36 AM,0.073,0.049,0.122,0.024
5618,02/15/2021 10:31:36 AM,0.073,0.061,0.122,0.024
5619,02/15/2021 10:32:36 AM,0.073,0.061,0.122,0.049
5620,02/15/2021 10:33:36 AM,0.073,0.061,0.098,0.049
5621,02/15/2021 10:34:36 AM,0.061,0.061,0.098,0.024
5622,02/15/2021 10:35:36 AM,0.073,0.049,0.122,0.049
5623,02/15/2021 10:36:36 AM,0.061,0.061,0.098,0.049
5624,02/15/2021 10:37:36 AM,0.073,0.049,0.122,0.049
5625,02/15/2021 10:38:36 AM,0.073,0.684,0.122,0.049
5626,02/15/2021 10:39:36 AM,0.073,0.708,0.122,0.049
5627,02/15/2021 10:40:36 AM,0.073,0.708,0.122,0.024
5628,02/15/2021 10:41:36 AM,0.073,0.684,0.122,0.049
5629,02/15/2021 10:42:36 AM,0.073,0.745,0.122,0.049
5630,02/15/2021 10:43:36 AM,0.073,0.745,0.122,0.049
5631,02/15/2021 10:44:36 AM,0.073,0.733,0.098,0.049
5632,02/15/2021 10:45:36 AM,0.073,0.745,0.122,0.024
5633,02/15/2021 10:46:36 AM,0.073,0.745,0.122,0.049
5634,02/15/2021 10:47:36 AM,0.073,0.745,0.122,0.049
5635,02/15/2021 10:48:36 AM,0.073,0.733,0.122,0.049
5636,02/15/2021 10:49:36 AM,0.073,0.745,0.122,0.049
5637,02/15/2021 10:50:36 AM,0.073,0.733,18.242,0.098
5638,02/15/2021 10:51:36 AM,0.085,0.733,18.339,0.098
5639,02/15/2021 10:52:36 AM,0.061,0.733,18.217,0.073
5640,02/15/2021 10:53:36 AM,0.073,0.733,18.242,0.098
5641,02/15/2021 10:54:36 AM,0.073,0.733,18.193,0.098
5642,02/15/2021 10:55:36 AM,0.073,0.733,18.266,0.098
5643,02/15/2021 10:56:36 AM,0.073,0.733,18.242,0.073
5644,02/15/2021 10:57:36 AM,0.073,0.733,18.242,0.073
5645,02/15/2021 10:58:36 AM,0.073,0.720,18.242,0.098
5646,02/15/2021 10:59:36 AM,0.073,0.733,18.193,0.098
5647,02/15/2021 11:00:36 AM,0.073,0.720,18.217,0.098
5648,02/15/2021 11:01:36 AM,0.073,0.733,18.217,0.098
5649,02/15/2021 11:02:36 AM,0.073,0.720,18.193,0.098
5650,02/15/2021 11:03:36 AM,0.073,0.720,18.242,0.098
5651,02/15/2021 11:04:36 AM,0.061,0.794,18.193,0.098
5652,02/15/2021 11:05:36 AM,0.085,0.720,18.266,0.098
5653,02/15/2021 11:06:36 AM,0.073,0.745,18.291,0.073
5654,02/15/2021 11:07:36 AM,0.073,0.733,18.291,0.073
5655,02/15/2021 11:08:36 AM,0.073,0.745,18.242,0.098
5656,02/15/2021 11:09:36 AM,0.073,0.794,18.266,0.073
5657,02/15/2021 11:10:36 AM,0.061,0.781,18.315,0.098
5658,02/15/2021 11:11:36 AM,0.073,0.781,18.242,0.098
5659,02/15/2021 11:12:36 AM,0.085,0.769,18.242,0.098
5660,02/15/2021 11:13:36 AM,0.073,0.769,18.242,0.098
5661,02/15/2021 11:14:36 AM,0.073,0.806,18.266,0.098
5662,02/15/2021 11:15:36 AM,0.061,0.720,18.242,0.073
5663,02/15/2021 11:16:36 AM,0.073,0.769,18.315,0.073
5664,02/15/2021 11:17:36 AM,0.073,0.757,18.291,0.098
5665,02/15/2021 11:18:36 AM,0.061,0.757,18.242,0.098
5666,02/15/2021 11:19:36 AM,0.073,0.745,18.217,0.073
5667,02/15/2021 11:20:36 AM,0.073,0.708,18.217,0.098
5668,02/15/2021 11:21:36 AM,0.073,0.708,18.242,0.073
5669,02/15/2021 11:22:36 AM,0.073,0.757,18.315,0.098
5670,02/15/2021 11:23:36 AM,0.073,0.757,18.315,0.098
5671,02/15/2021 11:24:36 AM,0.073,0.757,18.291,0.098
5672,02/15/2021 11:25:36 AM,0.073,0.757,18.291,0.098
5673,02/15/2021 11:26:36 AM,0.073,0.769,18.315,0.098
5674,02/15/2021 11:27:36 AM,0.073,0.757,0.147,0.049
5675,02/15/2021 11:28:36 AM,0.073,0.757,0.122,0.024
5676,02/15/2021 11:29:36 AM,0.073,0.757,0.122,0.024
5677,02/15/2021 11:30:36 AM,0.073,0.708,0.122,0.049
5678,02/15/2021 11:31:36 AM,0.073,0.757,0.147,0.024
5679,02/15/2021 11:32:36 AM,6.654,0.769,0.122,0.024
5680,02/15/2021 11:33:36 AM,0.073,0.745,0.122,0.049
5681,02/15/2021 11:34:36 AM,0.061,0.745,0.098,0.024
5682,02/15/2021 11:35:36 AM,0.073,0.745,0.122,0.024
5683,02/15/2021 11:36:36 AM,0.073,0.733,0.122,0.049
5684,02/15/2021 11:37:36 AM,0.073,0.684,0.122,0.049
5685,02/15/2021 11:38:36 AM,0.073,0.794,0.122,0.049
5686,02/15/2021 11:39:36 AM,0.073,0.708,0.122,0.049
5687,02/15/2021 11:40:36 AM,0.073,0.733,0.122,0.049
5688,02/15/2021 11:41:36 AM,0.085,0.745,0.122,0.049
5689,02/15/2021 11:42:36 AM,0.073,0.733,0.122,0.049
5690,02/15/2021 11:43:36 AM,0.073,0.733,0.098,0.049
5691,02/15/2021 11:44:36 AM,0.073,0.733,0.098,0.049
5692,02/15/2021 11:45:36 AM,0.085,0.733,0.122,0.049
5693,02/15/2021 11:46:36 AM,0.073,0.733,0.122,0.049
5694,02/15/2021 11:47:36 AM,0.073,0.720,0.098,0.049
5695,02/15/2021 11:48:36 AM,0.073,0.720,0.098,0.049
5696,02/15/2021 11:49:36 AM,0.073,0.720,0.122,0.904
5697,02/15/2021 11:50:36 AM,0.073,0.720,0.122,0.781
5698,02/15/2021 11:51:36 AM,0.073,0.720,0.098,0.757
5699,02/15/2021 11:52:36 AM,0.073,0.696,0.098,0.757
5700,02/15/2021 11:53:36 AM,0.085,0.659,0.098,0.757
5701,02/15/2021 11:54:36 AM,0.073,0.647,18.120,0.830
5702,02/15/2021 11:55:36 AM,0.073,0.635,18.144,0.830
5703,02/15/2021 11:56:36 AM,0.073,0.623,18.144,0.830
5704,02/15/2021 11:57:36 AM,0.085,0.623,18.168,0.830
5705,02/15/2021 11:58:36 AM,0.073,0.611,18.291,0.830
5706,02/15/2021 11:59:36 AM,0.085,0.611,18.291,0.830
5707,02/15/2021 12:00:36 PM,0.073,0.611,18.291,0.830
5708,02/15/2021 12:01:36 PM,0.073,0.611,18.339,0.830
5709,02/15/2021 12:02:36 PM,0.085,0.611,18.339,0.830
5710,02/15/2021 12:03:36 PM,0.085,0.611,18.315,0.830
5711,02/15/2021 12:04:36 PM,0.073,0.598,18.291,0.806
5712,02/15/2021 12:05:36 PM,0.073,0.598,18.315,0.806
5713,02/15/2021 12:06:36 PM,0.073,0.586,18.291,0.806
5714,02/15/2021 12:07:36 PM,0.073,0.598,18.291,0.806
5715,02/15/2021 12:08:36 PM,0.073,0.598,18.315,0.806
5716,02/15/2021 12:09:36 PM,0.073,0.586,18.266,0.806
5717,02/15/2021 12:10:36 PM,0.085,0.586,0.147,0.733
5718,02/15/2021 12:11:36 PM,0.073,0.586,0.122,0.733
5719,02/15/2021 12:12:36 PM,0.073,0.586,0.122,0.708
5720,02/15/2021 12:13:36 PM,0.073,0.586,0.122,0.733
5721,02/15/2021 12:14:36 PM,0.073,0.586,0.122,0.708
5722,02/15/2021 12:15:36 PM,0.073,0.586,0.122,0.733
5723,02/15/2021 12:16:36 PM,0.073,0.586,0.122,0.733
5724,02/15/2021 12:17:36 PM,0.073,0.586,0.122,0.733
5725,02/15/2021 12:18:36 PM,0.073,0.586,0.122,0.708
5726,02/15/2021 12:19:36 PM,0.073,0.586,0.122,0.733
5727,02/15/2021 12:20:36 PM,0.073,0.586,0.122,0.708
5728,02/15/2021 12:21:36 PM,0.073,0.586,0.147,0.733
5729,02/15/2021 12:22:36 PM,0.061,0.586,0.147,0.733
5730,02/15/2021 12:23:36 PM,0.085,0.586,0.098,0.733
5731,02/15/2021 12:24:36 PM,0.073,0.586,0.098,0.733
5732,02/15/2021 12:25:36 PM,0.085,0.684,0.122,0.733
5733,02/15/2021 12:26:36 PM,0.061,0.574,0.098,0.733
5734,02/15/2021 12:27:36 PM,0.085,0.574,0.122,0.733
5735,02/15/2021 12:28:36 PM,0.098,0.574,0.098,0.733
5736,02/15/2021 12:29:36 PM,0.085,0.586,0.122,0.708
5737,02/15/2021 12:30:36 PM,0.085,0.574,0.122,0.733
5738,02/15/2021 12:31:36 PM,0.061,0.574,0.098,0.733
5739,02/15/2021 12:32:36 PM,0.085,0.574,0.098,0.708
5740,02/15/2021 12:33:36 PM,0.073,0.574,0.098,0.733
5741,02/15/2021 12:34:36 PM,0.073,0.574,0.098,0.733
5742,02/15/2021 12:35:36 PM,0.061,0.574,0.122,0.733
5743,02/15/2021 12:36:36 PM,0.061,0.574,0.122,0.733
5744,02/15/2021 12:37:36 PM,0.061,0.574,0.098,0.684
5745,02/15/2021 12:38:36 PM,0.061,0.574,0.098,0.733
5746,02/15/2021 12:39:36 PM,0.073,0.574,0.122,0.708
5747,02/15/2021 12:40:36 PM,0.073,0.574,0.098,0.684
5748,02/15/2021 12:41:36 PM,0.073,0.574,0.098,0.733
5749,02/15/2021 12:42:36 PM,0.085,0.598,0.098,0.733
5750,02/15/2021 12:43:36 PM,0.073,0.574,0.098,0.733
5751,02/15/2021 12:44:36 PM,0.073,0.574,0.098,0.733
5752,02/15/2021 12:45:36 PM,0.073,0.574,0.098,0.733
5753,02/15/2021 12:46:36 PM,0.073,0.562,0.098,0.708
5754,02/15/2021 12:47:36 PM,0.085,0.574,0.098,0.708
5755,02/15/2021 12:48:36 PM,0.085,0.537,0.098,1.880
5756,02/15/2021 12:49:36 PM,0.061,0.562,0.098,0.733
5757,02/15/2021 12:50:36 PM,0.073,0.574,0.098,0.733
5758,02/15/2021 12:51:36 PM,0.073,0.562,0.098,0.733
5759,02/15/2021 12:52:36 PM,0.061,0.574,0.098,0.733
5760,02/15/2021 12:53:36 PM,0.073,0.574,0.098,0.733
5761,02/15/2021 12:54:36 PM,0.073,0.562,0.098,0.708
5762,02/15/2021 12:55:36 PM,0.073,0.672,0.098,0.708
5763,02/15/2021 12:56:36 PM,0.085,0.562,0.098,0.708
5764,02/15/2021 12:57:36 PM,0.073,0.562,0.098,0.733
5765,02/15/2021 12:58:36 PM,0.073,0.562,0.098,0.733
5766,02/15/2021 12:59:36 PM,0.073,0.562,0.122,0.708
5767,02/15/2021 01:00:36 PM,0.073,0.562,0.122,0.733
5768,02/15/2021 01:01:36 PM,0.098,0.549,17.998,0.781
5769,02/15/2021 01:02:36 PM,0.073,0.562,18.071,0.806
5770,02/15/2021 01:03:36 PM,0.073,0.562,18.095,0.781
5771,02/15/2021 01:04:36 PM,0.085,0.562,18.144,0.781
5772,02/15/2021 01:05:36 PM,0.073,0.562,18.095,0.781
5773,02/15/2021 01:06:36 PM,0.073,0.562,18.071,0.806
5774,02/15/2021 01:07:36 PM,0.085,0.562,18.144,0.806
5775,02/15/2021 01:08:36 PM,0.073,0.549,18.095,0.806
5776,02/15/2021 01:09:36 PM,0.073,0.549,18.120,0.806
5777,02/15/2021 01:10:36 PM,0.073,0.549,18.095,0.781
5778,02/15/2021 01:11:36 PM,0.085,0.549,18.095,0.781
5779,02/15/2021 01:12:36 PM,0.073,0.549,18.071,0.781
5780,02/15/2021 01:13:36 PM,0.085,0.562,18.120,0.781
5781,02/15/2021 01:14:36 PM,0.085,0.562,18.095,0.781
5782,02/15/2021 01:15:36 PM,0.073,0.562,18.120,0.781
5783,02/15/2021 01:16:36 PM,0.073,0.562,0.147,0.708
5784,02/15/2021 01:17:36 PM,0.085,0.549,0.122,0.708
5785,02/15/2021 01:18:36 PM,0.073,0.549,0.147,0.708
5786,02/15/2021 01:19:36 PM,0.073,0.549,0.122,0.708
5787,02/15/2021 01:20:36 PM,0.073,0.549,0.122,0.708
5788,02/15/2021 01:21:36 PM,0.073,0.549,0.098,0.708
5789,02/15/2021 01:22:36 PM,0.073,0.549,0.098,0.708
5790,02/15/2021 01:23:36 PM,0.073,0.549,0.098,0.708
5791,02/15/2021 01:24:36 PM,0.085,0.549,0.122,0.708
5792,02/15/2021 01:25:36 PM,0.085,0.659,0.098,0.708
5793,02/15/2021 01:26:36 PM,0.085,0.549,0.122,0.708
5794,02/15/2021 01:27:36 PM,0.085,0.549,0.122,0.708
5795,02/15/2021 01:28:36 PM,0.073,0.549,0.122,0.708
5796,02/15/2021 01:29:36 PM,0.073,0.549,0.098,0.708
5797,02/15/2021 01:30:36 PM,0.085,0.549,0.122,0.708
5798,02/15/2021 01:31:36 PM,0.073,0.549,0.122,0.708
5799,02/15/2021 01:32:36 PM,0.073,0.549,0.098,0.708
5800,02/15/2021 01:33:36 PM,0.061,0.549,0.098,0.733
5801,02/15/2021 01:34:36 PM,0.073,0.549,0.098,0.708
5802,02/15/2021 01:35:36 PM,0.073,0.549,0.098,0.708
5803,02/15/2021 01:36:36 PM,0.085,0.549,0.098,0.708
5804,02/15/2021 01:37:36 PM,0.085,0.549,0.122,0.733
5805,02/15/2021 01:38:36 PM,0.073,0.549,0.098,0.708
5806,02/15/2021 01:39:36 PM,0.073,0.549,0.122,0.684
5807,02/15/2021 01:40:36 PM,0.073,0.549,0.098,0.708
5808,02/15/2021 01:41:36 PM,0.073,0.549,0.098,0.708
5809,02/15/2021 01:42:36 PM,0.073,0.549,0.122,0.708
5810,02/15/2021 01:43:36 PM,0.085,0.549,0.098,0.708
5811,02/15/2021 01:44:36 PM,0.073,0.940,0.098,0.708
5812,02/15/2021 01:45:36 PM,0.061,0.549,0.098,0.708
5813,02/15/2021 01:46:36 PM,0.061,0.537,0.122,0.708
5814,02/15/2021 01:47:36 PM,0.073,0.537,0.122,0.708
5815,02/15/2021 01:48:36 PM,0.073,0.537,0.122,0.708
5816,02/15/2021 01:49:36 PM,0.073,0.537,0.098,0.708
5817,02/15/2021 01:50:36 PM,0.073,0.549,0.098,0.684
5818,02/15/2021 01:51:36 PM,0.073,0.562,0.098,0.708
5819,02/15/2021 01:52:36 PM,0.073,0.598,0.098,0.708
5820,02/15/2021 01:53:36 PM,0.073,0.598,0.098,0.708
5821,02/15/2021 01:54:36 PM,0.085,0.611,0.098,0.708
5822,02/15/2021 01:55:36 PM,0.073,0.733,0.122,0.708
5823,02/15/2021 01:56:36 PM,0.073,0.623,0.122,0.708
5824,02/15/2021 01:57:36 PM,0.073,0.623,0.122,0.708
5825,02/15/2021 01:58:36 PM,0.073,0.623,0.122,0.049
5826,02/15/2021 01:59:36 PM,0.073,0.635,0.122,0.049
5827,02/15/2021 02:00:36 PM,0.073,0.635,0.098,0.024
5828,02/15/2021 02:01:36 PM,0.073,0.635,0.098,0.024
5829,02/15/2021 02:02:36 PM,0.073,0.635,0.122,0.049
5830,02/15/2021 02:03:36 PM,0.147,0.659,0.122,0.024
5831,02/15/2021 02:04:36 PM,0.073,0.635,0.098,0.049
5832,02/15/2021 02:05:36 PM,0.073,0.635,0.098,0.049
5833,02/15/2021 02:06:36 PM,0.085,0.635,0.098,0.049
5834,02/15/2021 02:07:36 PM,0.073,0.647,0.098,0.049
5835,02/15/2021 02:08:36 PM,6.630,0.659,0.122,0.049
5836,02/15/2021 02:09:36 PM,0.085,0.647,0.122,0.073
5837,02/15/2021 02:10:36 PM,0.073,0.647,0.122,0.049
5838,02/15/2021 02:11:36 PM,0.085,0.647,0.122,0.049
5839,02/15/2021 02:12:36 PM,0.073,0.647,0.098,0.024
5840,02/15/2021 02:13:36 PM,0.073,0.647,0.098,0.049
5841,02/15/2021 02:14:36 PM,0.085,0.647,0.122,0.049
5842,02/15/2021 02:15:36 PM,0.073,0.647,0.122,0.049
5843,02/15/2021 02:16:36 PM,0.073,0.659,0.122,0.049
5844,02/15/2021 02:17:36 PM,0.073,0.647,0.098,0.049
5845,02/15/2021 02:18:36 PM,0.073,0.647,0.098,0.049
5846,02/15/2021 02:19:36 PM,0.073,0.647,0.098,0.049
5847,02/15/2021 02:20:36 PM,0.073,0.635,0.098,0.049
5848,02/15/2021 02:21:36 PM,0.073,0.647,0.098,0.049
5849,02/15/2021 02:22:36 PM,0.073,0.647,0.122,0.049
5850,02/15/2021 02:23:36 PM,0.073,0.647,0.098,0.049
5851,02/15/2021 02:24:36 PM,0.085,0.647,0.122,0.049
5852,02/15/2021 02:25:36 PM,0.085,0.745,0.098,0.049
5853,02/15/2021 02:26:36 PM,0.073,0.647,0.122,0.073
5854,02/15/2021 02:27:36 PM,0.085,0.647,0.122,0.073
5855,02/15/2021 02:28:36 PM,0.085,0.647,0.122,0.049
5856,02/15/2021 02:29:36 PM,0.073,0.647,0.122,0.073
5857,02/15/2021 02:30:36 PM,0.085,0.647,0.098,0.049
5858,02/15/2021 02:31:36 PM,0.073,0.623,0.122,0.049
5859,02/15/2021 02:32:36 PM,0.073,0.598,0.098,0.049
5860,02/15/2021 02:33:36 PM,0.073,0.598,0.122,0.073
5861,02/15/2021 02:34:36 PM,0.085,0.574,0.098,0.049
5862,02/15/2021 02:35:36 PM,0.073,0.574,0.098,0.049
5863,02/15/2021 02:36:36 PM,0.085,0.574,0.122,0.049
5864,02/15/2021 02:37:36 PM,0.085,0.574,0.122,0.049
5865,02/15/2021 02:38:36 PM,0.098,0.574,0.122,0.073
5866,02/15/2021 02:39:36 PM,0.073,0.574,0.122,0.073
5867,02/15/2021 02:40:36 PM,0.073,0.562,0.098,0.049
5868,02/15/2021 02:41:36 PM,0.085,0.562,0.098,0.049
5869,02/15/2021 02:42:36 PM,0.085,0.574,0.122,0.073
5870,02/15/2021 02:43:36 PM,0.073,0.562,0.098,0.049
5871,02/15/2021 02:44:36 PM,0.073,0.562,0.098,0.049
5872,02/15/2021 02:45:36 PM,0.073,0.562,0.098,0.049
5873,02/15/2021 02:46:36 PM,0.085,0.562,0.122,0.073
5874,02/15/2021 02:47:36 PM,0.085,0.562,0.122,0.049
5875,02/15/2021 02:48:36 PM,0.085,0.562,0.098,0.073
5876,02/15/2021 02:49:36 PM,0.085,0.562,0.122,0.073
5877,02/15/2021 02:50:36 PM,0.085,0.562,0.122,0.073
5878,02/15/2021 02:51:36 PM,0.085,0.562,0.122,0.073
5879,02/15/2021 02:52:36 PM,0.061,0.549,0.122,0.073
5880,02/15/2021 02:53:36 PM,0.085,0.562,0.122,0.049
5881,02/15/2021 02:54:36 PM,0.073,0.562,0.122,0.073
5882,02/15/2021 02:55:36 PM,0.085,0.672,0.098,0.049
5883,02/15/2021 02:56:36 PM,0.085,0.562,0.098,0.073
5884,02/15/2021 02:57:36 PM,0.073,0.562,0.122,0.073
5885,02/15/2021 02:58:36 PM,0.073,0.549,0.122,0.073
5886,02/15/2021 02:59:36 PM,0.073,0.562,0.122,0.073
5887,02/15/2021 03:00:36 PM,0.073,0.549,0.122,0.073
5888,02/15/2021 03:01:36 PM,0.085,0.537,0.098,0.073
5889,02/15/2021 03:02:36 PM,0.085,0.549,0.098,0.049
5890,02/15/2021 03:03:36 PM,0.073,0.562,0.098,0.049
5891,02/15/2021 03:04:36 PM,0.085,0.549,0.098,0.073
5892,02/15/2021 03:05:36 PM,0.073,0.549,0.098,0.073
5893,02/15/2021 03:06:36 PM,0.085,0.562,0.122,0.073
5894,02/15/2021 03:07:36 PM,0.073,0.562,0.098,0.049
5895,02/15/2021 03:08:36 PM,0.073,0.586,0.098,0.073
5896,02/15/2021 03:09:36 PM,0.085,0.611,0.122,0.073
5897,02/15/2021 03:10:36 PM,0.085,0.623,0.122,0.073
5898,02/15/2021 03:11:36 PM,0.073,0.623,0.098,0.073
5899,02/15/2021 03:12:36 PM,0.098,0.623,0.098,0.073
5900,02/15/2021 03:13:36 PM,0.085,0.635,0.098,0.073
5901,02/15/2021 03:14:36 PM,0.073,0.623,0.098,0.073
5902,02/15/2021 03:15:36 PM,0.085,0.623,0.098,0.073
5903,02/15/2021 03:16:36 PM,0.085,0.635,0.122,0.073
5904,02/15/2021 03:17:36 PM,0.098,0.635,0.098,0.073
5905,02/15/2021 03:18:36 PM,0.098,0.623,0.122,0.073
5906,02/15/2021 03:19:36 PM,0.098,0.635,0.122,0.073
5907,02/15/2021 03:20:36 PM,0.085,0.623,0.098,0.049
5908,02/15/2021 03:21:36 PM,0.073,0.635,0.098,0.073
5909,02/15/2021 03:22:36 PM,0.073,0.586,0.122,0.073
5910,02/15/2021 03:23:36 PM,0.098,0.598,0.122,0.073
5911,02/15/2021 03:24:36 PM,0.085,0.635,0.098,0.073
5912,02/15/2021 03:25:36 PM,0.085,0.745,0.122,0.098
5913,02/15/2021 03:26:36 PM,0.085,0.635,0.098,0.073
5914,02/15/2021 03:27:36 PM,0.085,0.684,0.122,0.098
5915,02/15/2021 03:28:36 PM,0.098,0.684,0.098,1.148
5916,02/15/2021 03:29:36 PM,0.098,0.672,0.122,1.148
5917,02/15/2021 03:30:36 PM,0.098,0.635,0.098,0.098
5918,02/15/2021 03:31:36 PM,0.085,0.684,0.098,0.073
5919,02/15/2021 03:32:36 PM,0.098,0.684,0.098,0.073
5920,02/15/2021 03:33:36 PM,0.085,0.623,0.098,0.073
5921,02/15/2021 03:34:36 PM,0.085,0.647,0.098,0.073
5922,02/15/2021 03:35:36 PM,0.085,0.623,0.122,0.098
5923,02/15/2021 03:36:36 PM,0.098,0.611,0.098,0.073
5924,02/15/2021 03:37:36 PM,0.098,0.598,0.098,0.073
5925,02/15/2021 03:38:36 PM,6.606,0.611,0.122,0.073
5926,02/15/2021 03:39:36 PM,0.085,0.586,0.098,0.073
5927,02/15/2021 03:40:36 PM,0.085,0.586,0.122,0.073
5928,02/15/2021 03:41:36 PM,0.085,0.586,0.122,0.098
5929,02/15/2021 03:42:36 PM,0.098,0.574,0.122,0.073
5930,02/15/2021 03:43:36 PM,0.085,0.574,0.098,0.073
5931,02/15/2021 03:44:36 PM,0.085,0.586,0.122,0.098
5932,02/15/2021 03:45:36 PM,0.085,0.574,0.098,0.073
5933,02/15/2021 03:46:36 PM,0.110,0.586,0.122,0.830
5934,02/15/2021 03:47:36 PM,0.085,0.574,0.098,0.781
5935,02/15/2021 03:48:36 PM,0.098,0.574,0.098,0.757
5936,02/15/2021 03:49:36 PM,0.098,0.574,0.098,0.757
5937,02/15/2021 03:50:36 PM,0.085,0.574,0.098,0.757
5938,02/15/2021 03:51:36 PM,0.098,0.574,0.098,0.757
5939,02/15/2021 03:52:36 PM,0.098,0.672,0.098,0.757
5940,02/15/2021 03:53:36 PM,0.098,0.574,0.122,0.757
5941,02/15/2021 03:54:36 PM,0.098,0.562,0.098,0.757
5942,02/15/2021 03:55:36 PM,0.085,0.684,0.098,0.757
5943,02/15/2021 03:56:36 PM,0.098,1.758,0.098,0.757
5944,02/15/2021 03:57:36 PM,0.098,1.783,0.122,0.757
5945,02/15/2021 03:58:36 PM,0.098,0.586,0.073,0.757
5946,02/15/2021 03:59:36 PM,0.098,0.598,0.098,0.757
5947,02/15/2021 04:00:36 PM,0.098,0.574,0.098,0.757
5948,02/15/2021 04:01:36 PM,0.098,0.574,0.098,0.757
5949,02/15/2021 04:02:36 PM,0.098,0.574,0.098,0.757
5950,02/15/2021 04:03:36 PM,0.073,0.574,0.098,0.757
5951,02/15/2021 04:04:36 PM,0.098,0.562,0.098,0.733
5952,02/15/2021 04:05:36 PM,0.098,0.574,0.098,0.733
5953,02/15/2021 04:06:36 PM,0.098,0.574,0.098,0.757
5954,02/15/2021 04:07:36 PM,0.085,0.574,0.098,0.757
5955,02/15/2021 04:08:36 PM,0.098,0.574,0.098,0.733
5956,02/15/2021 04:09:36 PM,0.085,0.574,0.098,0.733
5957,02/15/2021 04:10:36 PM,0.098,0.562,0.098,0.757
5958,02/15/2021 04:11:36 PM,0.098,0.574,0.098,0.733
5959,02/15/2021 04:12:36 PM,0.098,0.574,0.098,0.733
5960,02/15/2021 04:13:36 PM,0.098,0.574,0.098,0.733
5961,02/15/2021 04:14:36 PM,0.110,0.574,0.098,0.733
5962,02/15/2021 04:15:36 PM,0.085,0.574,0.122,0.757
5963,02/15/2021 04:16:36 PM,0.098,0.574,0.098,0.733
5964,02/15/2021 04:17:36 PM,0.098,0.574,0.122,0.733
5965,02/15/2021 04:18:36 PM,0.098,0.574,0.098,0.733
5966,02/15/2021 04:19:36 PM,0.098,0.574,0.098,0.733
5967,02/15/2021 04:20:36 PM,0.085,0.574,0.098,0.757
5968,02/15/2021 04:21:36 PM,0.098,0.574,0.098,0.733
5969,02/15/2021 04:22:36 PM,0.110,0.574,0.122,0.757
5970,02/15/2021 04:23:36 PM,0.085,0.574,0.098,0.733
5971,02/15/2021 04:24:36 PM,0.098,0.562,0.098,0.733
